菜谱名称,原料
白菜油豆腐,"大白菜,油豆腐。"
白菜粉条,"白菜,干粉丝。"
白菜虾米,"白菜,虾米。"
酸辣黄瓜,嫩黄瓜。
炒黄瓜,"黄瓜,韭菜。"
炒南瓜丝,"嫩南瓜,红辣椒。"
红乳冬瓜,冬瓜。
炒冬瓜片,"冬瓜,红辣椒。"
虾籽茄泥,"嫩茄子,虾籽。"
锅烧茄子,"鲜茄子,蛋清。"
烧萝卜块,"萝卜,蛋清。"
回锅萝卜,"辣萝卜,豆腐干。"
翡翠土豆丝,"土豆,芹菜。"
油焖茭白,"茭白,香菇．"
炒土豆片,"土豆,红柿椒。"
炒土豆丝,"土豆,青椒。"
素炒莴笋,莴笋。
油焖笋,春笋(或冬笋)。
干煸春笋,"净春笋,榨菜。"
荠菜冬笋,"净冬笋,荠菜。"
莴笋,"熟冬笋尖,芹菜。"
冬菇面筋,"干油面筋,水发冬菇,笋片,毛豆。"
油焖腐竹,"水发腐竹,莴笋,水发木耳。"
香椿拌豆腐,"豆腐,嫩香椿芽。"
笋片豆腐,"豆腐,笋片,水发木耳。"
干烧油豆腐,"豆腐,香菜。"
红烧豆腐,"豆腐,辣萝卜,蒜苗。"
四季豆腐,"豆腐,净冬笋,水发香菇。"
砂锅素豆腐,"豆腐,春笋,蘑菇,青菜心各少量,海米。"
烧老豆腐,"豆腐,小香菇,蒜苔。"
腐竹烧肉,"干腐竹,猪肉,蒜苗。"
苤蓝炖肉,"苤蓝(球茎甘蓝),猪肉。"
土豆烧牛肉,"土豆,牛肉。"
蘑菇炒肉片,"鲜蘑菇(平菇或凤尾菇),猪肉,香菜。"
韭黄炒肉丝,"鲜韭黄,猪肉,蛋清。"
苦瓜炒肉片,"鲜苦瓜,猪肉。"
辣椒炒肉丝,"尖辣椒(青),猪肉。"
西法土豆饼,"土豆,火腿,鲜虾仁,玉兰片,鸡蛋,面包渣。"
蚂蚁上树,"细粉条,肉末。"
酸菜汆白肉,"酸菜,熟猪五花肉,水泡粉丝。"
白菜熬肉片,"大白菜,猪肉。"
肉丝拌豆腐皮,"豆腐皮,肉丝。"
肉丝拌豆芽,"绿豆芽(或黄豆芽),肉丝。"
炝肉丝莴笋,"猪瘦肉,莴笋,蛋清。"
凉拌彩皮,"泡发皮肚,嫩芹菜,香菇丝,火腿丝。"
萝卜拌海蛰,"海蛰皮,水萝卜。"
酥炸蕃茄,"鲜蕃茄,虾肉,五花肉,蛋清。"
肉丝炝芹菜,"嫩芹菜,猪肉,蛋清,蛋皮一张。"
青椒炒虾皮,"青柿子椒,虾皮。"
炒豌豆粒,"鲜豌豆粒,猪肉,蛋清。"
扁豆角炒肉,"扁豆角,猪肉。"
翡翠虾球,"鲜蚕豆,猪肥膘,鲜虾仁,蛋清。"
包菜肉末,"包心菜,猪肉末,"
酱焖丝瓜,"嫩丝瓜,腊肉。"
冬瓜烧排骨,"冬瓜,猪排骨。"
冬瓜烧肉,"冬瓜,猪肉。"
红烧茄子,"茄子,猪肉。"
炒银丝,"萝卜,银鱼丝。"
炒三丁,"萝卜,毛豆,猪肉。"
茭白里脊,"茭白,瘦猪肉,红辣椒,蛋清．"
萝卜腊肉,"辣萝卜,腊肉。"
春笋腊肉,"春笋,腊肉。"
茭白腊肉,"茭白,腊肉。"
咖喱土豆,"土豆,嫩鸡。"
酱爆土豆,"土豆,猪肉,黄瓜。"
干烧笋,"春笋,猪肉末,榨菜,虾米。"
虾仁豆腐,"豆腐,鲜虾仁,蕃茄,蛋清。"
咸肉豆腐,"豆腐,熟咸肉,青蒜。"
虾籽豆腐,"嫩豆腐,虾籽。"
豆腐脑,"豆腐脑,虾皮,榨菜。"
烧冻豆腐,"冻豆腐,猪肉。"
红焖豆腐,"豆腐,猪肉,笋片,水发木耳各。"
砂锅豆腐,"豆腐,猪五花肉,海米,油菜心(或白菜心)。"
豆腐烧肉片,"豆腐,猪肉,笋片。"
麻辣豆腐,"豆腐,猪肉末。"
锅煽豆腐,"豆腐,猪肉末,冬笋,香菇,鸡蛋。"
三丁豆腐,"豆腐,罐头荸荠,猪肉。"
三丝豆腐,"豆腐,猪肉,冬笋,榨菜,蛋清。"
炒金银豆腐,"豆腐,鸭蛋。"
家常豆腐,"豆腐,猪肉,笋片,胡萝卜片,黑木耳各,"
黄瓜炒鸡蛋,"黄瓜,鸡蛋．"
蕃茄炒鸡蛋,"鸡蛋,蕃茄。"
韭菜炒鸡蛋,"韭菜,鸡蛋。"
鸡丝拉皮,"熟鸡脯肉,鲜黄瓜,鲜粉皮。"
葱头炒猪肝,"猪肝,葱头,水发木耳。"
莴笋炒猪肝,"猪肝,莴笋,水发木耳。"
黄瓜炒猪肝,"猪肝,黄瓜,水发木耳。"
白菜肚块,"熟猪肚,大白菜,大葱,辣椒。"
芹菜牛肉丝,"瘦牛肉,嫩芹菜段,蛋清。"
丝瓜肉丸,"丝瓜,猪肉,蕃茄,木耳。"
冬瓜炖猪爪,"冬瓜,猪爪。"
冬瓜咸肉,"冬瓜,猪肉。"
萝卜烧肉,"猪五花肉,辣萝卜。"
土豆烧肉,"猪五花肉,土豆。"
炒五丁,"猪肉,鲜藕,干黄豆,豆腐干,榨菜。"
粉丝肉末,"猪肉末,干粉丝。"
莴笋里脊片,"莴笋,猪里脊肉,水发黑木耳,蛋清。"
丝瓜里脊片,"丝瓜,猪里脊肉,韭菜,水发黑木耳,蛋清。"
茄子烧肉片,"猪肉,茄子。"
四季豆炒肉片,"四季豆,猪肉,蛋清。"
粉皮肉片,"猪肉,粉皮(鲜),蒜苗。"
土豆炒肉片,"猪肉,土豆。"
菜花炒肉片,"菜花,猪肉,水发木耳。"
蕃茄炒肉片,"猪肉,蕃茄,蛋清。"
豆芽炒肉丝,"猪肉,绿豆芽。"
青椒南瓜肉丝,"猪肉,青椒,南瓜。"
土豆炝肉丝,"猪肉,土豆。"
萝卜炝肉丝,"猪肉,鲜萝卜。"
雪冬肉丝,"猪肉,冬笋,雪里蕻。"
白菜炒肉丝,"猪肉,大白菜。"
豇豆拌肉丝,"豇豆,猪肉,红辣椒。"
青豆炒里脊丝,"猪里脊肉,青豆,大葱,蛋清。"
葱头炒肉丝,"猪肉,葱头,蛋清．"
炸藕盒,"鲜藕,猪肉,鸡蛋,面粉。"
蒸菜卷,"白菜叶(或包莱),猪肉。"
瓤青椒,"猪肉,青椒(—)。"
干张卷,"豆腐皮,猪肉。"
豆腐夹,"豆腐,猪肉。"
炸茄夹,"长茄子,猪肉,鸡蛋,面粉。"
银丝双脆,"金针菇,海蛰．"
拌肚丝,"猪肚,黄瓜。"
黄鱼豆腐,"黄花鱼,豆腐,笋片,水发木耳各。"
油豆腐嵌肉,"油豆腐,肉末,香干末,开洋末各。"
炒木樨肉,"鸡蛋,猪肉,水发木耳,水发黄花菜,韭菜。"
炒什件,"鸡肝,鸡心,鸡肫共,大葱。"
宫保鸡丁,"鸡脯肉,花生米,大葱,蛋清,青椒。"
炒大肠,"猪大肠,大葱。"
炒腰花,"猪腰子,玉兰片,大葱,黑木耳(水发),蛋清。"
鱼香腰片,"猪腰子,荸荠。"
生炒猪肝,"猪肝,罐头荸荠,大葱,蛋清。"
酸辣肚丝,"熟猪肚,莴笋。"
烩肚片,"猪肚,黄瓜,木耳(水发),玉兰片。"
熟炒肚丝,"熟猪肚,大葱,红辣椒。"
葱爆羊肉,"净羊肉,大葱,蛋清。"
牛肉粉丝,"牛肉,水发粉丝,青蒜,蛋清。"
猪肉烧海带,"猪肉,海带(水发)。"
酱爆三丁,"猪肉,土豆,青椒,蛋清。"
鲜肉莱包,"嫩包菜心(或大白菜叶),猪肉末,罐头"
肉片炒蒜苔,"猪肉,蒜苔。"
麻辣肉丝,"猪瘦肉,莴笋丝。"
肉丝炒韭菜,"猪肉,韭菜。"
红肠,"猪肉,肠衣,蛋清。"
糖醋鱿鱼卷,"水发鱿鱼,冬笋。"
虎皮蛋,鸡蛋或鸭蛋(约)。
酥鲫鱼,鲫鱼。
面托虾,"鲜河虾,鸡蛋,面粉。"
姜汁螃蟹,活河蟹(八)。
蒸蛋卷,"鸡蛋,猪肉。"
皮冻,鲜肉皮(一盘量)。
红烧鳝段,"鳝鱼,肥肉,玉兰片,水发冬菇各,香菜。"
四喜丸子,"猪肥瘦肉,海参丁,冬笋丁,鸡蛋。"
黄焖鸡,"嫩母鸡,菜心(两),水发冬菇,玉兰片。"
红扒熊掌,"熊掌(),冬笋,冬菇。"
芙蓉海参,"水发海参,鸡脯肉,蛋清,火腿。"
红烧干贝,"水发干贝,玉兰片,水发香菇。"
红烧海参,水发海参。
红烧甲鱼,"活甲鱼,肥肉,水发玉兰片,水发冬菇。"
焦溜丸子,"肥瘦猪肉末,鸡蛋。"
炸荷包蛋,鸡蛋(～)。
砂锅鱼头,"胖头鱼鱼头,冬笋,香菇,火腿,海米。"
砂锅鱼翅,"水发鱼翅,水发冬菇,玉兰片,火腿,豌豆苗,香菜末。"
炝腰花,"猪腰子,冬笋,黄瓜。"
玉扇干贝,"水发干贝,净鱼肉,熟火腿,水发海参,水发鱿鱼,水发香菇,蛋清,青菜叶,干贝壳。"
菊花干贝,"水发干贝,鸡脯肉,香菇,熟火腿,绿菜叶,鸡蛋清,豌豆苗。"
松鼠桂鱼,"鲜桂鱼一尾,虾仁,冬笋,水发香菇,青豆。"
糟溜鱼片,"黑鱼,水发木耳,水发玉兰片,鸡蛋清。"
清炖甲鱼,"甲鱼(一盘量),鸡腿约,火腿,"
辣子鸡丁,"仔鸡肉,大青椒,鸡蛋清。"
芙蓉鸡片,"鸡脯肉,鸡蛋清,熟火腿,豌豆苗,冬笋。"
葱爆羊肉,"羊后腿肉,大葱。"
油爆双脆,"猪肚头,鸡肫,水发玉兰片,水发木耳,蛋清。"
珍珠丸子,"猪瘦肉,猪肥肉,荸荠,海米,江米。"
生汆丸子,"猪肉,鸡蛋清,水发木耳,菠菜叶片。"
鱼香肉片,"猪瘦肉,水发木耳,水发玉兰片。"
五香牛肉,牛肉。
酱牛肉,牛肉
酱肚花,"猪肚,猪五花肉(单盘用量)。"
盐水什件,"鸡心,鸡肝,鸡肫。"
叉烧肉,猪前腿肉。
卤肉,猪肥瘦肉。
白切肉,猪肉。
盐水鹅,光鹅(一盘的量)。
五香酱鸭,鸭子．
卤猪肝,猪肝。
卤鸡,仔鸡。
白斩鸡,嫩鸡。
凉拌腰子,"猪腰子,熟笋尖,熟鸡肉,水发香菇,香菜叶。"
油爆虾,鲜河虾。
干烧带鱼,"鲜带鱼,肉末,榨菜。"
煎咸带鱼,带鱼。
红烧带鱼,带鱼。
酥炸带鱼,"带鱼,鸡蛋。"
葱焖鲫鱼,小鲫鱼。
滑炒虾仁,"鲜河虾,蛋清。"
炒虾仁,"鲜河虾仁,青豌豆,蛋清。"
雪菜黄鱼,"黄花鱼,雪里蕻。"
红烧黄鱼,黄花鱼。
清蒸鲢鱼,"大鲢鱼,肥肉。"
红烧鱼块,鲢鱼(或其它鲜鱼)。
红烧鳝鱼,鳝鱼。
红烧鳊鱼,"鳊鱼,猪肉,玉兰片。"
红烧鲤鱼,"鲤鱼,猪肉,玉兰片。"
雪笋黑鱼,"黑鱼,冬笋,雪里蕻。"
糖酷鲤鱼,鲤鱼。
葱油鱼块,草鱼(或用其它鲜鱼)。
干烧青鱼,"青鱼,猪肥肉。"
蒸蛋羹花,"鸡蛋,小葱。"
肉末蒸蛋,"鸡蛋(或鸭,鹅蛋),猪肉。"
肉饼蒸蛋,"鸡蛋(),猪肉。"
溜黄菜,"鸡蛋,冬笋,火腿。"
紫菜蛋卷,"鸡蛋,鲢鱼,虾肉,紫菜．"
酷溜松花蛋,"松花蛋,鸡蛋,面粉"
煎荷包蛋,鸡蛋
熏蛋,鸡蛋。
黄焖蛋,"鸡蛋(或鸭蛋鹅蛋),猪肉。"
虾仁爆蛋,"鸡蛋,鲜虾仁。"
蟹黄蛋,鸡蛋。
银鱼炒蛋,"鸡蛋,小葱,银鱼。"
清炒鸡蛋,"鸡蛋(或鸭蛋),小葱。"
虾米炒蛋,"鸡蛋,虾米。"
软炸鸡肫,"鸡肫,鸡蛋。"
清炸鸡肫,鸡肫。
荷叶鹅块,"嫩鹅,萝卜,大米。花生油,料酒,酱油,大料,大葱末,大蒜末,姜末,味精。花生油,料酒,酱油,大料,大葱末,大蒜末,姜末,味精。花生油,料酒,酱油,大料,大葱末,大蒜末,姜末,味精。"
红烧鹅块,光鹅。
香酥鸭子,鸭子。
金葱扒鸭,"光鸭,冬笋,大葱。"
怪味鸡,鸡。
生炒仔鸡,"嫩鸡,冬笋,大葱。"
荷叶粉蒸鸡块,"嫩鸡,粳米。"
粉蒸鸡,"鸡肉,豌豆,大米。"
滑鸡,"鸡,鸡蛋清。"
咖喱鸡块,"鸡,土豆。"
糖醋鸡块,"鸡脯肉,荸荠,蛋清。"
油焖鸡,"嫩鸡,春笋。"
铁扒鸡,"嫩鸡(),冬菇丝。"
母子团圆,"嫩鸡,鸽蛋。"
炸溜仔鸡,"鸡肉,蛋清。"
干烹仔鸡,嫩鸡。
生熏仔鸡,仔鸡。
葱油香露鸡,嫩鸡。
醉猪心,猪心。
生爆三样,"猪肝,猪腰子,猪肉,蛋清。"
炒虾肚,"猪肚,虾仁(鲜),大葱。"
干烧肚块,"猪肚,榨菜。"
清炖肚片,"猪肚,冬笋,香菜。"
糖醋羊肉丸,"羊肉,荸荠,鸡蛋。"
锅烧羊肉,"熟肋板羊肉,鸡蛋。"
清蒸羊肉,羊肉。
红焖羊肉,"羊肉,大葱。"
党参酒,"老条党参条,白酒。"
地黄酒,"地黄,白酒。"
跌打药酒,"赤芍,当归,生地黄,莪术,刘寄妈,三棱,泽兰,泽泻川芎,桃仁各,红花,苏木各,土鳖虫,田七,白酒。"
丁香蜜米饮,"丁香,陈皮,蜂蜜,米饮各。"
二红煎,"红（胡）萝卜,红枣。"
二汁饮,"鲜藕,白梨等量。"
蜂蜜银花水,"蜂蜜,金银花。"
甘草麦枣汤,"甘草,小麦,大枣。"
龟胶酒,"龟板胶,黄酒。"
寒凉咳嗽酒,"全紫苏,杏仁,瓜蒌皮,浙贝母,半夏,枳壳,百部,桔梗,桑白皮,枇杷叶,茯芩各,陈皮,干姜各,细辛,豆蔻仁,五味子各.,甘草.,白酒。"
红薯糖水,"红薯,食糖。"
还童酒,"熟地,秦艽,麦冬各,生地,当归,五加皮各,川萆,怀牛膝,苍术,陈皮,川断,枸杞子,丹皮,木瓜各,羌活,独活,小茄香,乌药各,桂皮.,陈酒。"
健脾酒,"木香,丁香,檀香各,茜草,砂仁,红曲,白酒,蜂蜜。"
金针煮红糖,"金针菜,红糖。"
菊花酒,"甘菊花,生地黄,枸杞子,当归各,糯米,酒曲。"
鹿茸山药酒,"鹿茸,山药,白酒。"
马齿苋绿豆汤,"马齿苋,绿豆。"
美容酒,"人参,当归,玉竹,黄精,制首乌,枸杞子各,黄酒。"
木耳煮红枣,"黑木耳,红枣。"
牛膝复方酒,"石斛,杜仲,丹参,生地各,牛膝,白酒。"
芹菜煮枣,"芹菜,枣。"
芹汁蜜汁,"鲜芹菜-,蜂蜜。"
祛风活血酒,"当归,白芍,生地,牛膝,秦艽,木瓜,黄柏,杜仲,防风,白芷,陈皮各,川芎,羌活,独活各,槟榔,肉桂,炙甘草各,油松节,白酒。"
人参酒,"白人参,白酒。"
三豆饮,"赤小豆,绿豆,黑豆各,白糖。"
三汁饮,"麦门冬,生地,藕。"
生津滋胃饮,"绿豆,鲜青果,竹叶,橙子一。"
首乌酒,"制首乌,生地黄各,白酒。"
四补酒,"柏子仁,何首乌,肉苁蓉,牛膝各,白酒。"
天冬白糖水,"天冬,红糖。"
无花果冰糖水,"无花果,冰糖。"
五味酒,"淫羊藿,胡桃肉,怀生地各,枸杞子,五加皮各,白酒。"
西洋参酒,"西洋参,白酒。"
养心安神酒,"茯苓,柏子仁（去油）,归身各,生地黄,酸枣仁,麦门冬,龙眼肉各,白酒。"
益智健脑酒,"远志,熟地,菟丝子,五味子各,石菖蒲,川芎各,地骨皮,白酒。"
竹黄酒,"竹黄,白酒。"
壮阳酒,"红参,鹿茸,白酒。"
紫菜猪肉汤,"紫菜,瘦猪肉。"
豆浆晶,"优质黄豆,白砂糖。"
豆奶粉,"大豆,牛奶。"
核桃粉,"核桃仁,黄豆,芝麻。"
黑芝麻糊,"黑芝麻,核桃仁,花生仁等。"
花生晶,"花生仁,白砂糖。"
花生奶,"花生,牛奶。"
麦片,"玉米,大米,大豆,芝麻,花生,燕麦,荞麦等谷物。"
麦乳精,"奶粉,麦精,奶油,葡萄糖,蛋黄粉等。"
杏仁豆浆晶,"黄豆,杏仁等。"
刺梨酒,刺梨
广柑酒,广柑果
黑加仑酒,东北地区特产黑豆
红豆酒,野生浆果－红豆果。
红桔酒,桔子
沙棘酒,野生沙棘果。
山楂酒,山楂果。
五味子酒,五味子果实。
香梅酒,树梅果。
杨梅酒,鲜杨梅
越桔酒,野生浆果
中华猕猴桃酒,野生猕猴桃果。
紫梅酒,"黑穗状醋栗（黑加仑子,黑豆,斯马劳金）。"
草莓汁,"草莓,白糖。"
纯净水,
多情苹果汁,"苹果一,养乐多一瓶,碎冰。"
凤梨西瓜汁,"凤梨一片,西瓜一片,苹果一,蜂蜜一大匙,碎冰。"
矿泉水,
酪梨牛奶汁,"酪梨一,草莓粒,鲜奶约,,。"
梨子汁,"梨子半,苹果半,胡萝卜四分之。蜂蜜,果糖,冷开水约,,。"
凉开水,
柳橙汁,"新鲜柳橙一,副食品研磨器一,。"
柠檬蜂蜜汁,"柠檬一,蜂蜜一大匙,冷开水约,,,碎冰。"
柠檬牛奶汁,"柠檬汁,蜂蜜,鲜奶约,,。"
苹果蕃茄汁,"苹果一,蕃茄汁一小瓶,柠檬汁,蜂蜜。"
苹果牛奶汁,"苹果一,鲜奶约,,,碎冰。"
葡萄柚汁,"葡萄柚,蜂蜜小匙,苏打水,,,柠檬片片,冰块－块。"
西瓜汁,"西瓜一片,蜂蜜,碎冰。"
西红柿汁,"西红柿,白糖。"
香蕉苹果汁,"香蕉根,苹果,柠檬汁大匙,冷开水,,,冰块－块。"
香蜜桑椹汁,"桑椹约,蜂蜜一大匙。"
综合果汁,"苹果四分之一,草莓数粒,哈密瓜一块,西瓜一片,冷开水约,,,柠檬汁,蜂蜜一大匙。"
菠萝红茶,"红茶,菠萝汁,白砂糖,柠檬汁,菠萝小块,草莓一颗,冰块块。"
草莓果茶,"红茶,草莓汁,冰块,柠檬糖浆,草莓糖浆,热开水。"
多味红茶,"红茶,热开水,橘汁,白砂糖,橘瓣片,柠檬汁,冰块块,白兰地,薄荷叶片,凉开水。"
俄罗斯红茶,"红茶.,草莓酱。"
蜂蜜红茶,"红茶,蜂蜜,白砂糖,水。"
果味凉红茶,"（五人份）红茶卤,柠檬汁,桔子汁,白砂糖,白兰地,桔子肉瓣,凉开水。"
荷兰热红茶,"红茶,白砂糖,薄荷酒,热开水,薄荷绿叶片。"
皇家奶茶,"红茶,牛奶,热开水。"
皇家热红茶,"红茶,热开水,白兰地。"
莫斯科热红茶,"红茶,热开水,果酱,蜂蜜,伏特加酒。"
奶绿茶,"绿茶.,甜炼乳,沸水。"
柠檬蜂蜜冷红茶,"红茶,清水,鸡蛋,蜂蜜,白砂糖,柠檬汁。"
柠檬红茶,"红茶.,白砂糖,鲜柠檬片片,沸水。"
牛奶红茶,"红茶卤汁,鲜牛奶,白砂糖。"
潘趣茶,"红茶卤,鲜柠檬汁,橘子汁,白砂糖,草莓汁各,菠萝汁,黄瓜圈一,姜汁啤酒或白兰地。"
苹果茶,"苹果一,柠檬汁,砂糖各,玉米淀粉,玫瑰香酒各,开水。"
苹果红茶,"苹果一,红茶,砂糖。"
肉桂热红茶,"红茶,肉桂粉.,白砂糖,热开水。"
山楂茶,"红茶,山楂酱,鲜柠檬汁,白砂糖。"
什锦果茶,"红茶,苹果,橘子,柠檬,方糖。"
水晶红茶,"红茶,盐.。"
杏仁奶茶,"牛奶,白糖各,杏仁。"
奧林匹,"白兰地：/盎司,橙色柑香酒：/盎司,柳橙汁：/盎司,调酒壶,鸡尾酒。"
白兰地亚历山大,"白兰地/盎司,棕色可可甜酒/盎司,鲜奶油/盎司。"
百家地,"百家地朗姆酒/盎司,鲜柠檬汁/盎司,石榴糖浆/盎司。"
贝利尼,"发泡性葡萄酒：/盎司,桃子酒(P, nktr)：/盎司,石榴糖：微量。
搅拌长匙,香槟。"
边车,"白兰地.盎司,橙皮香甜酒/盎司,柠檬汁/盎司。"
冰冻蓝色玛格丽特,"龙舌兰：m,,蓝色柑香酒：m,,砂糖：茶匙,细碎冰：/,盐：。 果汁机,吸管,葡萄酒。"
薄荷鸡尾酒,"绿色的薄荷酒/,冰冻的苏打水/,碎冰粒半。"
薄荷茱莉普,"威士忌：m,,矿泉水：m,,薄荷叶：片,砂糖：茶匙。
高脚玻璃,搅拌长匙,吸管。"
布希球,"安摩拉多利口酒：m,,柳橙汁：m,,苏打水：。 用具：搅拌长匙,平底。"
彩虹酒,"山多利石榴糖浆：/盎司,汉密士瓜类利口酒：/盎司,汉密士紫罗兰酒：/盎司,汉密士白色薄荷酒：/盎司,汉密士蓝色薄荷酒：/盎司,山多利白兰地：/。 用具：利口。"
草帽,"龙舌兰：－m,,西红柿汁：,芹菜根：根,柠檬片：片。搅拌长匙,酒。"
长岛冰茶,"辛辣琴酒：m,,伏特加：m,,无色兰姆酒：m,,龙舌兰：m,,无色柑香酒：m,,柠檬汁：m,,糖浆：茶匙,可乐：m,,柠檬片：片。搅拌长匙,吸管,大果汁。"
得其利,"淡朗姆.盎司,柠檬汁/盎司,砂糖/茶匙。"
反舌鸟,"龙舌兰：/盎司,绿色薄荷酒：/盎司,柠檬汁：/盎司。调酒壶,鸡尾酒。"
公牛弹丸,"伏特加：m,,牛肉汤：m, 。调酒壶,酒。"
古典鸡尾酒,"威士忌.盎司,方糖块,苦精滴,苏打水匙。"
含羞草,"香槟(或发泡性葡萄酒)：/盎司,柳橙汁：/盎司。 葡萄酒。"
黑色俄罗斯,"伏特加：m,,咖啡利口酒：m,。搅拌长匙,岩石。"
黑色天鹅绒,"黑啤酒：/盎司,发泡性葡萄酒：/盎司。高脚玻璃。"
红粉佳人,"金酒.盎司,柠檬汁/盎司,石榴糖浆茶匙,蛋白。"
红眼睛,"啤酒：/盎司,西红柿汁：/盎司。 搅拌长匙,酒。"
皇家基尔,"发泡性葡萄酒：/盎司,红醋栗利口酒：/盎司。 搅拌长匙,漏斗型香槟酒。"
吉普森,"金酒盎司,干味美思/盎司。"
吉普逊,"辛辣琴酒：/盎司,辛辣苦艾酒：/盎司,珍珠洋葱：粒。 调酒,隔冰器,搅拌长匙,鸡尾酒。"
加州柠檬汁,"威士忌：m,,柠檬汁：m,,莱姆汁：m,,石榴糖浆：茶匙,砂糖：茶匙,苏打水：。平底,调酒壶。"
教父,"威士忌：/盎司,安摩拉多(mrtto)：/盎司。 岩石,搅拌长匙。"
金菲士,"金酒盎司,君度酒滴,鲜柠檬汁/盎司,蛋白,糖粉茶匙,苏打水。"
肯巴利苏打,"肯巴利：m,,苏打水：,切片柳橙：片。 搅拌长匙,平底。"
绿色蚱蜢,"白色可可酒：/盎司,绿色薄荷酒：/盎司,鲜奶油：/盎司。调酒壶,鸡尾酒。"
罗伯罗伊,"苏格兰威士忌盎司,甜味美思/盎司,苦精滴。"
螺丝起子,"伏特加：m,,柳橙汁：。 平底,搅拌长匙。"
螺丝锥子,"辛辣琴酒：/盎司,柠檬汁：/盎司。 调酒壶,鸡尾酒。"
螺丝钻,"伏特加.盎司,鲜橙汁盎司。"
马丁尼,"辛辣琴酒：/盎司,辛辣苦艾酒：/盎司,橄榄：粒。调酒,隔冰器,搅拌长匙,鸡尾酒。"
曼哈顿,"威士忌：/盎司,甜味苦艾酒：/盎司,香味苦汁：微量,红樱桃：粒。调酒,隔冰器,搅拌长匙,鸡尾酒。"
美伦鲍尔,"瓜类利口酒：m,,伏特加：m,,柳橙汁：m,。用具： 
搅拌长匙,高脚玻璃。"
梦幻勒曼湖,"清酒：/盎司,樱桃酒：/盎司,柠檬汁：/盎司,汤尼汽水：,蓝色柑香酒：微量,白色柑香酒：/盎司。调酒壶,调酒棒,高脚玻璃。"
尼拉斯加,"白兰地：,柠檬片：片,糖浆：茶匙。 利口。"
纽约,"威士忌：/盎司,莱姆汁：/盎司,石榴糖浆：/匙,砂糖：匙。调酒壶,鸡尾酒。"
青草蜢,"白可可甜酒/盎司,绿薄荷甜酒/盎司,鲜奶油（或炼乳）/盎司。"
热威士忌托地,"威士忌：m,,热开水：,柠檬片：片,方糖：粒。平底,搅拌长匙,吸管。"
上海鸡尾酒,"黑色兰姆：/盎司,茴香酒：/盎司,石榴糖浆：/盎司,柠檬汁：/盎司。 调酒壶,鸡尾酒。"
生锈钉,"苏格兰威士忌盎司,杜林标甜酒盎司。"
特基拉日出,"特基拉酒盎司,橙汁,石榴糖浆/盎司。"
天蝎宫,"白兰地：m,,无色兰姆酒：m,,柠檬汁：m,,柳橙汁：m,,莱姆汁：m,,柠檬片：片,莱姆片：片,红樱桃：粒。调酒壶,高脚玻璃,吸管。"
威士忌密斯特,"威士忌：m,,细碎冰：。岩石,吸管。"
威士忌苏打,"威士忌：m,,苏打水：。搅拌长匙,平底。"
威士忌酸,"威士忌.盎司,柠檬汁/盎司,砂糖匙。"
武士岩,"清酒：m,,莱姆汁：m,。 搅拌长匙,岩石。"
新加坡司令,"辛辣琴酒：m,,柠檬汁：m,,砂糖或糖浆：匙,樱桃白兰地：m,,苏打水：,红樱桃,柳橙各一。 调酒壶,搅拌长匙,平底。"
悬浮式威士忌,"威士忌：m,,矿泉水：。平底。"
血玛丽,"伏特加.盎司,番茄汁盎司,辣酱油/茶匙,精盐/茶匙,黑胡椒/茶匙。"
血腥玛丽,"伏特加：m,,蕃茄汁：m,,半月形柠檬片：片,芹菜根：根。 
拌长匙,平底。"
